condition,episode,mean_steps,std_steps
no_shaping,132,350.0,0.0
no_shaping,133,350.0,0.0
no_shaping,134,350.0,0.0
no_shaping,135,350.0,0.0
no_shaping,136,350.0,0.0
no_shaping,137,350.0,0.0
no_shaping,138,350.0,0.0
no_shaping,139,350.0,0.0
no_shaping,140,350.0,0.0
no_shaping,141,350.0,0.0
no_shaping,142,350.0,0.0
no_shaping,143,350.0,0.0
no_shaping,144,350.0,0.0
no_shaping,145,350.0,0.0
no_shaping,146,350.0,0.0
no_shaping,147,345.0833333333333,16.306738552580715
no_shaping,148,350.0,0.0
no_shaping,149,350.0,0.0
no_shaping,150,350.0,0.0
no_shaping,151,350.0,0.0
no_shaping,152,350.0,0.0
no_shaping,153,350.0,0.0
no_shaping,154,350.0,0.0
no_shaping,155,343.6666666666667,21.00529033891754
no_shaping,156,350.0,0.0
no_shaping,157,350.0,0.0
no_shaping,158,350.0,0.0
no_shaping,159,349.0833333333333,3.0402393911591163
no_shaping,160,350.0,0.0
no_shaping,161,350.0,0.0
no_shaping,162,350.0,0.0
no_shaping,163,350.0,0.0
no_shaping,164,350.0,0.0
no_shaping,165,350.0,0.0
no_shaping,166,350.0,0.0
no_shaping,167,350.0,0.0
no_shaping,168,350.0,0.0
no_shaping,169,350.0,0.0
no_shaping,170,350.0,0.0
no_shaping,171,350.0,0.0
no_shaping,172,350.0,0.0
no_shaping,173,350.0,0.0
no_shaping,174,350.0,0.0
no_shaping,175,350.0,0.0
no_shaping,176,350.0,0.0
no_shaping,177,350.0,0.0
no_shaping,178,350.0,0.0
no_shaping,179,350.0,0.0
no_shaping,180,350.0,0.0
no_shaping,181,350.0,0.0
no_shaping,182,350.0,0.0
no_shaping,183,350.0,0.0
no_shaping,184,348.1666666666667,6.080478782318233
no_shaping,185,350.0,0.0
no_shaping,186,350.0,0.0
no_shaping,187,350.0,0.0
no_shaping,188,350.0,0.0
no_shaping,189,350.0,0.0
no_shaping,190,350.0,0.0
no_shaping,191,350.0,0.0
no_shaping,192,350.0,0.0
no_shaping,193,350.0,0.0
no_shaping,194,338.25,38.970341286675946
no_shaping,195,350.0,0.0
no_shaping,196,350.0,0.0
no_shaping,197,338.5833333333333,37.864799689890816
no_shaping,198,350.0,0.0
no_shaping,199,350.0,0.0
no_shaping,200,350.0,0.0
no_shaping,201,350.0,0.0
no_shaping,202,350.0,0.0
no_shaping,203,350.0,0.0
no_shaping,204,350.0,0.0
no_shaping,205,350.0,0.0
no_shaping,206,350.0,0.0
no_shaping,207,350.0,0.0
no_shaping,208,350.0,0.0
no_shaping,209,350.0,0.0
no_shaping,210,350.0,0.0
no_shaping,211,350.0,0.0
no_shaping,212,350.0,0.0
no_shaping,213,350.0,0.0
no_shaping,214,350.0,0.0
no_shaping,215,350.0,0.0
no_shaping,216,350.0,0.0
no_shaping,217,350.0,0.0
no_shaping,218,350.0,0.0
no_shaping,219,350.0,0.0
no_shaping,220,339.8333333333333,33.71901870194657
no_shaping,221,350.0,0.0
no_shaping,222,350.0,0.0
no_shaping,223,350.0,0.0
no_shaping,224,350.0,0.0
no_shaping,225,350.0,0.0
no_shaping,226,350.0,0.0
no_shaping,227,350.0,0.0
no_shaping,228,350.0,0.0
no_shaping,229,350.0,0.0
no_shaping,230,350.0,0.0
no_shaping,231,339.6666666666667,34.27178950033913
no_shaping,232,350.0,0.0
no_shaping,233,350.0,0.0
no_shaping,234,350.0,0.0
no_shaping,235,350.0,0.0
no_shaping,236,350.0,0.0
no_shaping,237,350.0,0.0
no_shaping,238,350.0,0.0
no_shaping,239,350.0,0.0
no_shaping,240,350.0,0.0
no_shaping,241,336.5833333333333,44.49804927060161
no_shaping,242,350.0,0.0
no_shaping,243,350.0,0.0
no_shaping,244,350.0,0.0
no_shaping,245,350.0,0.0
no_shaping,246,350.0,0.0
no_shaping,247,350.0,0.0
no_shaping,248,350.0,0.0
no_shaping,249,350.0,0.0
no_shaping,250,350.0,0.0
no_shaping,251,350.0,0.0
no_shaping,252,345.5,11.572236891226634
no_shaping,253,350.0,0.0
no_shaping,254,333.75,36.35043557739944
no_shaping,255,350.0,0.0
no_shaping,256,350.0,0.0
no_shaping,257,350.0,0.0
no_shaping,258,350.0,0.0
no_shaping,259,350.0,0.0
no_shaping,260,345.3333333333333,11.062951183517395
no_shaping,261,350.0,0.0
no_shaping,262,350.0,0.0
no_shaping,263,350.0,0.0
no_shaping,264,350.0,0.0
no_shaping,265,350.0,0.0
no_shaping,266,350.0,0.0
no_shaping,267,348.3333333333333,5.527707983925665
no_shaping,268,350.0,0.0
no_shaping,269,350.0,0.0
no_shaping,270,350.0,0.0
no_shaping,271,343.1666666666667,22.663602734095235
no_shaping,272,350.0,0.0
no_shaping,273,350.0,0.0
no_shaping,274,350.0,0.0
no_shaping,275,350.0,0.0
no_shaping,276,350.0,0.0
no_shaping,277,350.0,0.0
no_shaping,278,350.0,0.0
no_shaping,279,350.0,0.0
no_shaping,280,350.0,0.0
no_shaping,281,348.9166666666667,3.5930101895516833
no_shaping,282,350.0,0.0
no_shaping,283,350.0,0.0
no_shaping,284,350.0,0.0
no_shaping,285,350.0,0.0
no_shaping,286,350.0,0.0
no_shaping,287,350.0,0.0
no_shaping,288,350.0,0.0
no_shaping,289,343.4166666666667,21.83444653650638
no_shaping,290,350.0,0.0
no_shaping,291,349.3333333333333,2.211083193570267
no_shaping,292,350.0,0.0
no_shaping,293,347.25,7.060748307840088
no_shaping,294,338.5833333333333,27.41793310144941
no_shaping,295,340.8333333333333,30.402393911591158
no_shaping,296,350.0,0.0
no_shaping,297,350.0,0.0
no_shaping,298,350.0,0.0
no_shaping,299,350.0,0.0
no_shaping,300,345.1666666666667,16.030353153384432
no_shaping,301,348.9166666666667,3.5930101895516824
no_shaping,302,350.0,0.0
no_shaping,303,350.0,0.0
no_shaping,304,350.0,0.0
no_shaping,305,350.0,0.0
no_shaping,306,350.0,0.0
no_shaping,307,350.0,0.0
no_shaping,308,350.0,0.0
no_shaping,309,350.0,0.0
no_shaping,310,340.3333333333333,21.99747460252856
no_shaping,311,348.8333333333333,3.8693955887479654
no_shaping,312,349.5833333333333,1.3819269959814169
no_shaping,313,348.4166666666667,5.251322584729384
no_shaping,314,350.0,0.0
no_shaping,315,342.25,17.426631917843448
no_shaping,316,349.1666666666667,2.7638539919628333
no_shaping,317,350.0,0.0
no_shaping,318,339.3333333333333,35.377331097124255
no_shaping,319,350.0,0.0
no_shaping,320,350.0,0.0
no_shaping,321,350.0,0.0
no_shaping,322,350.0,0.0
no_shaping,323,350.0,0.0
no_shaping,324,350.0,0.0
no_shaping,325,350.0,0.0
no_shaping,326,350.0,0.0
no_shaping,327,350.0,0.0
no_shaping,328,350.0,0.0
no_shaping,329,350.0,0.0
no_shaping,330,350.0,0.0
no_shaping,331,350.0,0.0
no_shaping,332,350.0,0.0
no_shaping,333,350.0,0.0
no_shaping,334,350.0,0.0
no_shaping,335,350.0,0.0
no_shaping,336,350.0,0.0
no_shaping,337,350.0,0.0
no_shaping,338,342.5,24.8746859276655
no_shaping,339,350.0,0.0
no_shaping,340,350.0,0.0
no_shaping,341,350.0,0.0
no_shaping,342,350.0,0.0
no_shaping,343,350.0,0.0
no_shaping,344,343.4166666666667,21.834446536506384
no_shaping,345,350.0,0.0
no_shaping,346,350.0,0.0
no_shaping,347,347.5833333333333,8.015176576692216
no_shaping,348,350.0,0.0
no_shaping,349,350.0,0.0
no_shaping,350,350.0,0.0
no_shaping,351,329.4166666666667,44.96009032711369
no_shaping,352,350.0,0.0
no_shaping,353,350.0,0.0
no_shaping,354,350.0,0.0
no_shaping,355,347.0833333333333,8.281086214313246
no_shaping,356,350.0,0.0
no_shaping,357,350.0,0.0
no_shaping,358,350.0,0.0
no_shaping,359,350.0,0.0
no_shaping,360,350.0,0.0
no_shaping,361,345.75,14.095655359010449
no_shaping,362,342.4166666666667,17.163227810901102
no_shaping,363,350.0,0.0
no_shaping,364,350.0,0.0
no_shaping,365,350.0,0.0
no_shaping,366,350.0,0.0
no_shaping,367,333.8333333333333,37.454045917037526
no_shaping,368,350.0,0.0
no_shaping,369,350.0,0.0
no_shaping,370,350.0,0.0
no_shaping,371,350.0,0.0
no_shaping,372,346.6666666666667,11.055415967851337
no_shaping,373,350.0,0.0
no_shaping,374,350.0,0.0
no_shaping,375,350.0,0.0
no_shaping,376,350.0,0.0
no_shaping,377,350.0,0.0
no_shaping,378,350.0,0.0
no_shaping,379,350.0,0.0
no_shaping,380,350.0,0.0
no_shaping,381,350.0,0.0
no_shaping,382,340.0,22.542552354750487
no_shaping,383,350.0,0.0
no_shaping,384,349.0833333333333,3.0402393911591163
no_shaping,385,350.0,0.0
no_shaping,386,350.0,0.0
no_shaping,387,341.1666666666667,29.29685231480603
no_shaping,388,349.4166666666667,1.9346977943739834
no_shaping,389,350.0,0.0
no_shaping,390,350.0,0.0
no_shaping,391,345.8333333333333,13.819269959814168
no_shaping,392,350.0,0.0
no_shaping,393,347.3333333333333,8.844332774281066
no_shaping,394,350.0,0.0
no_shaping,395,349.5833333333333,1.3819269959814169
no_shaping,396,350.0,0.0
no_shaping,397,350.0,0.0
no_shaping,398,350.0,0.0
no_shaping,399,350.0,0.0
no_shaping,400,350.0,0.0
no_shaping,401,350.0,0.0
no_shaping,402,345.75,10.117023607102372
no_shaping,403,348.5,4.9749371855331
no_shaping,404,350.0,0.0
no_shaping,405,345.1666666666667,16.030353153384432
no_shaping,406,341.1666666666667,29.296852314806035
no_shaping,407,340.5,28.90069203323685
no_shaping,408,350.0,0.0
no_shaping,409,350.0,0.0
no_shaping,410,350.0,0.0
no_shaping,411,350.0,0.0
no_shaping,412,350.0,0.0
no_shaping,413,350.0,0.0
no_shaping,414,350.0,0.0
no_shaping,415,350.0,0.0
no_shaping,416,350.0,0.0
no_shaping,417,350.0,0.0
no_shaping,418,350.0,0.0
no_shaping,419,350.0,0.0
no_shaping,420,350.0,0.0
no_shaping,421,343.5833333333333,16.819920398807547
no_shaping,422,347.75,7.46240577829965
no_shaping,423,343.9166666666667,20.17613414132868
no_shaping,424,337.5833333333333,27.980523980480104
no_shaping,425,350.0,0.0
no_shaping,426,350.0,0.0
no_shaping,427,340.1666666666667,32.61347710516143
no_shaping,428,350.0,0.0
no_shaping,429,344.6666666666667,17.688665548562135
no_shaping,430,349.0,3.3166247903554
no_shaping,431,350.0,0.0
no_shaping,432,350.0,0.0
no_shaping,433,350.0,0.0
no_shaping,434,339.1666666666667,25.47166181377955
no_shaping,435,350.0,0.0
no_shaping,436,350.0,0.0
no_shaping,437,345.5833333333333,14.648426157403017
no_shaping,438,338.1666666666667,39.24672668587223
no_shaping,439,350.0,0.0
no_shaping,440,350.0,0.0
no_shaping,441,350.0,0.0
no_shaping,442,344.0833333333333,19.62336334293611
no_shaping,443,336.1666666666667,31.890001916309487
no_shaping,444,342.75,22.019404321340456
no_shaping,445,350.0,0.0
no_shaping,446,350.0,0.0
no_shaping,447,345.25,15.75396775418815
no_shaping,448,350.0,0.0
no_shaping,449,342.6666666666667,24.32191512927293
no_shaping,450,350.0,0.0
no_shaping,451,349.9166666666667,0.27638539919628335
no_shaping,452,339.5833333333333,34.54817489953542
no_shaping,453,343.0,23.2163735324878
no_shaping,454,350.0,0.0
no_shaping,455,350.0,0.0
no_shaping,456,343.25,22.38721733489895
no_shaping,457,350.0,0.0
no_shaping,458,350.0,0.0
no_shaping,459,344.5833333333333,17.965050947758414
no_shaping,460,346.25,12.43734296383275
no_shaping,461,350.0,0.0
no_shaping,462,348.3333333333333,5.527707983925666
no_shaping,463,344.1666666666667,19.346977943739827
no_shaping,464,347.8333333333333,7.186020379103368
no_shaping,465,350.0,0.0
no_shaping,466,336.1666666666667,35.97645835203287
no_shaping,467,340.5833333333333,31.231550109180013
no_shaping,468,342.1666666666667,25.980227524450626
no_shaping,469,350.0,0.0
no_shaping,470,350.0,0.0
no_shaping,471,350.0,0.0
no_shaping,472,350.0,0.0
no_shaping,473,350.0,0.0
no_shaping,474,349.75,0.82915619758885
no_shaping,475,341.1666666666667,20.020128759714694
no_shaping,476,342.5,24.8746859276655
no_shaping,477,350.0,0.0
no_shaping,478,350.0,0.0
no_shaping,479,350.0,0.0
no_shaping,480,350.0,0.0
no_shaping,481,339.0,36.4828726939094
no_shaping,482,350.0,0.0
no_shaping,483,350.0,0.0
no_shaping,484,349.25,2.48746859276655
no_shaping,485,342.6666666666667,24.32191512927293
no_shaping,486,324.0,46.436336347017445
no_shaping,487,350.0,0.0
no_shaping,488,329.9166666666667,48.4431941097566
no_shaping,489,350.0,0.0
no_shaping,490,350.0,0.0
no_shaping,491,350.0,0.0
no_shaping,492,350.0,0.0
no_shaping,493,350.0,0.0
no_shaping,494,346.5833333333333,11.331801367047618
no_shaping,495,350.0,0.0
no_shaping,496,350.0,0.0
no_shaping,497,348.75,4.14578098794425
no_shaping,498,342.4166666666667,17.490275075659113
no_shaping,499,331.3333333333333,45.76995618185459
no_shaping,500,350.0,0.0
phi_half,1,343.75,20.72890493972125
phi_half,2,350.0,0.0
phi_half,3,341.25,29.02046691560975
phi_half,4,345.1666666666667,16.030353153384432
phi_half,5,350.0,0.0
phi_half,6,343.6666666666667,21.005290338917536
phi_half,7,350.0,0.0
phi_half,8,350.0,0.0
phi_half,9,350.0,0.0
phi_half,10,342.25,25.703842125254347
phi_half,11,344.5833333333333,17.965050947758417
phi_half,12,330.25,57.011877417487895
phi_half,13,342.1666666666667,20.695544340643846
phi_half,14,350.0,0.0
phi_half,15,335.0,29.863578709413467
phi_half,16,345.0833333333333,16.306738552580715
phi_half,17,336.9166666666667,43.392507673816475
phi_half,18,344.8333333333333,17.13589475016957
phi_half,19,332.25,37.559120064240055
phi_half,20,329.9166666666667,45.60785446487139
phi_half,21,349.75,0.82915619758885
phi_half,22,350.0,0.0
phi_half,23,318.25,61.25510182833753
phi_half,24,347.5833333333333,6.210989364738029
phi_half,25,346.75,10.779030568655049
phi_half,26,344.0833333333333,13.579754129667528
phi_half,27,343.5833333333333,15.521266772471318
phi_half,28,344.1666666666667,11.538582620447318
phi_half,29,333.5833333333333,32.417737771507475
phi_half,30,348.0,4.546060565661952
phi_half,31,340.3333333333333,26.60618140374318
phi_half,32,338.4166666666667,38.417570488283374
phi_half,33,348.25,5.80409338312195
phi_half,34,328.25,50.20312905254678
phi_half,35,331.6666666666667,37.58841429069452
phi_half,36,306.75,64.46203663139
phi_half,37,344.5,12.626031311012445
phi_half,38,350.0,0.0
phi_half,39,322.25,53.476046039324935
phi_half,40,340.1666666666667,26.222869577696663
phi_half,41,344.0833333333333,14.332122041840918
phi_half,42,334.4166666666667,37.783281870278145
phi_half,43,347.8333333333333,7.1860203791033666
phi_half,44,324.5,44.74278340321115
phi_half,45,335.25,36.71313343568847
phi_half,46,350.0,0.0
phi_half,47,340.4166666666667,28.900571889766397
phi_half,48,350.0,0.0
phi_half,49,337.6666666666667,35.56293326234807
phi_half,50,305.5,55.53902531853916
phi_half,51,343.75,12.261898982892767
phi_half,52,336.9166666666667,37.00328438876144
phi_half,53,339.5,34.8245602987317
phi_half,54,330.25,28.89384305810957
phi_half,55,334.4166666666667,39.29685808758196
phi_half,56,342.25,20.29008378494283
phi_half,57,331.5,35.169826082405734
phi_half,58,334.5833333333333,31.071043146669894
phi_half,59,346.5,9.023118455759443
phi_half,60,337.1666666666667,32.056807216079534
phi_half,61,345.5833333333333,9.878076173470665
phi_half,62,333.0833333333333,32.765475563295105
phi_half,63,343.9166666666667,11.543095579416967
phi_half,64,318.1666666666667,51.37579412741201
phi_half,65,348.0,6.6332495807108
phi_half,66,340.5833333333333,19.384092848404215
phi_half,67,335.25,28.9169068193678
phi_half,68,340.25,28.908260065247788
phi_half,69,333.8333333333333,40.66495898053862
phi_half,70,320.1666666666667,66.9313495721964
phi_half,71,337.9166666666667,31.964715790314095
phi_half,72,326.25,50.3423694979355
phi_half,73,342.9166666666667,14.279696153007677
phi_half,74,330.6666666666667,28.595842743696544
phi_half,75,340.5833333333333,30.338255095213075
phi_half,76,332.75,30.477108896131643
phi_half,77,325.1666666666667,42.500653589745596
phi_half,78,347.5,8.2915619758885
phi_half,79,338.25,23.480931980367956
phi_half,80,340.1666666666667,23.60025894396548
phi_half,81,306.5,54.45410911951457
phi_half,82,340.0833333333333,25.840724749038205
phi_half,83,340.25,22.219079638904937
phi_half,84,345.9166666666667,13.54288456061788
phi_half,85,338.75,27.89003705029211
phi_half,86,331.9166666666667,33.70325981596175
phi_half,87,346.0833333333333,12.990113762225315
phi_half,88,347.1666666666667,5.273097339852125
phi_half,89,336.8333333333333,38.03908808347306
phi_half,90,344.25,13.988834833537782
phi_half,91,335.4166666666667,32.62529267642242
phi_half,92,342.1666666666667,20.272449832771127
phi_half,93,309.6666666666667,57.194599589666005
phi_half,94,332.0833333333333,37.274786682450944
phi_half,95,323.3333333333333,60.95945829447268
phi_half,96,335.1666666666667,43.2528097995443
phi_half,97,335.0833333333333,40.786963467373845
phi_half,98,334.9166666666667,27.24107906983291
phi_half,99,348.5,4.406434688800762
phi_half,100,317.0833333333333,53.62440105855625
phi_half,101,350.0,0.0
phi_half,102,337.25,28.720274488010496
phi_half,103,322.6666666666667,39.453207164380885
phi_half,104,324.4166666666667,56.50583794814676
phi_half,105,337.6666666666667,25.200308640085254
phi_half,106,341.1666666666667,29.29685231480603
phi_half,107,319.5833333333333,52.9897133623331
phi_half,108,329.0,44.611284073277545
phi_half,109,344.75,10.985786271359915
phi_half,110,345.25,15.75396775418815
phi_half,111,330.3333333333333,32.47135489764616
phi_half,112,349.5833333333333,1.3819269959814167
phi_half,113,328.5,31.836823543395994
phi_half,114,341.0,16.170961628796228
phi_half,115,342.0,23.41295937438637
phi_half,116,350.0,0.0
phi_half,117,340.9166666666667,30.126008512394876
phi_half,118,338.1666666666667,17.901737966527783
phi_half,119,330.0,47.471043805671684
phi_half,120,317.9166666666667,51.365452613816444
phi_half,121,344.9166666666667,16.859509350973276
phi_half,122,328.5,55.13543929875472
phi_half,123,321.5,53.23141303152992
phi_half,124,327.0833333333333,42.240301319421896
phi_half,125,331.75,37.79798275040614
phi_half,126,317.8333333333333,64.53788723601733
phi_half,127,315.75,60.5091246562588
phi_half,128,328.75,34.29559009552103
phi_half,129,323.0833333333333,44.28780557018175
phi_half,130,325.1666666666667,46.12814277158313
phi_half,131,333.25,29.09216675785196
phi_half,132,337.25,31.062101774778
phi_half,133,313.75,46.04187405684815
phi_half,134,337.1666666666667,34.520122955877326
phi_half,135,337.3333333333333,25.443837935517685
phi_half,136,330.5,32.95830699535399
phi_half,137,341.5833333333333,27.91492531882461
phi_half,138,335.3333333333333,29.872878818233925
phi_half,139,338.5833333333333,37.86479968989081
phi_half,140,330.8333333333333,43.20075873819297
phi_half,141,320.6666666666667,42.068066537722196
phi_half,142,335.0,36.45773809037893
phi_half,143,327.25,35.45448960757062
phi_half,144,332.25,41.589511899035315
phi_half,145,333.1666666666667,38.51586974510925
phi_half,146,334.8333333333333,28.12126518411922
phi_half,147,328.0,44.68034616398281
phi_half,148,334.0833333333333,36.001060941156844
phi_half,149,340.0,27.688746209726915
phi_half,150,321.4166666666667,42.54107492242709
phi_half,151,319.3333333333333,54.35122404836486
phi_half,152,326.6666666666667,51.31330778224647
phi_half,153,341.5,28.191310718020897
phi_half,154,306.25,61.26054331024715
phi_half,155,334.75,41.63156855080049
phi_half,156,325.0833333333333,50.513130856133714
phi_half,157,336.5,19.534158116830458
phi_half,158,324.5,45.46885380858711
phi_half,159,342.9166666666667,15.840130120116507
phi_half,160,318.1666666666667,52.384529098665084
phi_half,161,322.4166666666667,57.771761171777406
phi_half,162,335.0833333333333,46.824954766543975
phi_half,163,325.3333333333333,55.45168066784711
phi_half,164,350.0,0.0
phi_half,165,331.6666666666667,31.84423896964026
phi_half,166,314.5,53.184427545413456
phi_half,167,309.9166666666667,60.802218069920954
phi_half,168,320.5,52.90478869314825
phi_half,169,333.4166666666667,37.09550362090921
phi_half,170,328.0833333333333,49.649535636185846
phi_half,171,333.8333333333333,34.21703604281872
phi_half,172,313.3333333333333,44.21412544525662
phi_half,173,326.8333333333333,42.74894410651826
phi_half,174,342.3333333333333,17.721612668026452
phi_half,175,336.3333333333333,32.486749435560476
phi_half,176,327.5,40.94203219186854
phi_half,177,350.0,0.0
phi_half,178,325.9166666666667,51.640517576371714
phi_half,179,336.1666666666667,31.54053828893153
phi_half,180,336.8333333333333,24.23782626850482
phi_half,181,310.6666666666667,47.976267281044514
phi_half,182,342.0,21.011901389450696
phi_half,183,344.75,11.741131404880308
phi_half,184,336.1666666666667,43.52362066229733
phi_half,185,305.1666666666667,55.690863004825324
phi_half,186,332.9166666666667,46.165388068937055
phi_half,187,307.8333333333333,52.728602821955704
phi_half,188,329.0,34.7299102599858
phi_half,189,333.9166666666667,32.57416750876205
phi_half,190,337.4166666666667,24.753647318234854
phi_half,191,342.8333333333333,19.684314116123584
phi_half,192,332.3333333333333,32.02950029096441
phi_half,193,331.5,41.70631446995367
phi_half,194,340.6666666666667,23.05548862105411
phi_half,195,341.9166666666667,24.49645665986999
phi_half,196,330.25,43.443689606969
phi_half,197,342.75,19.954636052807377
phi_half,198,307.0833333333333,58.05092352600622
phi_half,199,336.4166666666667,34.28667946723463
phi_half,200,309.3333333333333,56.55135326016129
phi_half,201,329.6666666666667,43.06261590856841
phi_half,202,336.9166666666667,31.34607453715519
phi_half,203,330.0833333333333,41.19963254960198
phi_half,204,328.5,48.63383595810637
phi_half,205,295.4166666666667,55.45036569361428
phi_half,206,308.1666666666667,63.56733088273846
phi_half,207,325.4166666666667,43.66245208668682
phi_half,208,342.0,17.893201688537093
phi_half,209,317.4166666666667,53.71135561705943
phi_half,210,311.3333333333333,44.34210439550904
phi_half,211,332.1666666666667,29.197126951503677
phi_half,212,326.1666666666667,53.517650255676294
phi_half,213,320.0,43.688289811649376
phi_half,214,326.8333333333333,43.76229985831285
phi_half,215,322.3333333333333,45.978859876638474
phi_half,216,331.8333333333333,41.5167302287751
phi_half,217,333.3333333333333,38.26733448894617
phi_half,218,334.0,35.9884240647832
phi_half,219,329.8333333333333,47.18197631393676
phi_half,220,322.4166666666667,39.971778238596734
phi_half,221,314.25,57.16952130870668
phi_half,222,327.5,27.381563140186135
phi_half,223,313.5833333333333,55.64988519504979
phi_half,224,310.0,67.14784682574218
phi_half,225,331.8333333333333,44.4162757956535
phi_half,226,344.9166666666667,9.707886255800258
phi_half,227,306.6666666666667,59.285092748702205
phi_half,228,314.0833333333333,68.24033305571973
phi_half,229,341.6666666666667,19.075871903766
phi_half,230,299.25,56.252592532848354
phi_half,231,330.25,40.135447757146885
phi_half,232,291.8333333333333,70.14607773940196
phi_half,233,343.6666666666667,21.005290338917536
phi_half,234,335.9166666666667,23.102879810871105
phi_half,235,328.3333333333333,47.22875771768251
phi_half,236,329.4166666666667,36.02882719280339
phi_half,237,341.0833333333333,29.573237714002317
phi_half,238,332.4166666666667,34.19907000035072
phi_half,239,347.0,9.9498743710662
phi_half,240,321.9166666666667,43.57265643599078
phi_half,241,324.5833333333333,44.68493096733568
phi_half,242,319.0833333333333,61.577130946119574
phi_half,243,348.8333333333333,2.8819360776317637
phi_half,244,333.3333333333333,35.285344770252074
phi_half,245,339.75,33.995404101142846
phi_half,246,316.5,57.03872953236832
phi_half,247,325.5833333333333,57.670700725951136
phi_half,248,327.8333333333333,46.28504678139102
phi_half,249,333.75,39.58982402924603
phi_half,250,312.1666666666667,61.96347490435169
